IDCIM10	LIB	IDCHAP	CODE1	NIVEAU	CODE2	LOGIN	STATUT	INTERDIT	FREQ
10040	Chondrolyse - Avant-bras	0	M9433	1			0	0	1
10042	Chondrolyse - Région pelvienne et cuisse	0	M9435	1			0	0	2
10044	Chondrolyse - Cheville et pied	0	M9437	1			0	0	1
10047	Autres affections précisées du cartilage	0	M948	1			0	0	8
10048	Autres affections précisées du cartilage - Sièges multiples	0	M9480	1			0	0	1
10053	Autres affections précisées du cartilage - Région pelvienne et cuisse	0	M9485	1			0	0	8
10056	Autres affections précisées du cartilage - Autres localisations	0	M9488	1			0	0	2
10057	Autres affections précisées du cartilage - Siège non précisé	0	M9489	1			0	0	3
10058	Affection du cartilage, sans précision	0	M949	1		1	0	0	1
10070	Déformation du nez	0	M950	1			0	0	1205
10071	Oreille en chou-fleur	0	M951	1			0	0	5
10072	Autres déformations de la tête	0	M952	1			0	0	2
10073	Déformation du cou	0	M953	1			0	0	14
10074	Déformation du thorax et des côtes	0	M954	3			0	0	26
10075	Déformation du bassin	0	M955	1			0	0	1
10076	Autres déformations précisées du système ostéo-articulaire, des muscles et du tissu conjonctif	0	M958	1			0	0	8
10077	Déformation du système ostéo-articulaire, des muscles et du tissu conjonctif, sans précision	0	M959	1			0	0	9
10079	Pseudarthrose après arthrodèse	0	M960	2			0	0	52
10080	Syndrome post-laminectomie, non classé ailleurs	0	M961	2			0	0	16
10081	Cyphose après irradiation	0	M962	2			0	0	2
10082	Cyphose après laminectomie	0	M963	2			0	0	3
10083	Lordose après chirurgie	0	M964	2			0	0	1
10085	Fracture osseuse après mise en place d'un implant, d'une prothèse articulaire ou d'une plaque d'ostéosynthèse	0	M966	3			0	0	167
10086	Autres affections du système ostéo-articulaire et des muscles après un acte à visée diagnostique et thérapeutique	0	M968	1			0	0	109
10087	Affection du système ostéo-articulaire et des muscles après un acte à visée diagnostique et thérapeutique, sans précision	0	M969	1		1	0	0	28
10089	Dysfonctionnement segmentaire et somatique	0	M990	1			0	0	3
10094	Dysfonctionnement segmentaire et somatique - Région sacrée/Sacro-coccygienne, sacro-iliaque	0	M9904	1			0	0	23
10095	Dysfonctionnement segmentaire et somatique - Région pelvienne/Hanche, pubis	0	M9905	1			0	0	1
10096	Dysfonctionnement segmentaire et somatique - Membre inférieur	0	M9906	1			0	0	1
10100	Subluxation complexe (vertébrale)	0	M991	1			0	0	10
10102	Subluxation complexe (vertébrale) - Région cervicale/Cervico-thoracique	0	M9911	1			0	0	3
10103	Subluxation complexe (vertébrale) - Région thoracique/Thoraco-lombaire	0	M9912	1			0	0	4
10108	Subluxation complexe (vertébrale) - Membre supérieur/Acromio-claviculaire, sterno-claviculaire	0	M9917	1			0	0	1
10109	Subluxation complexe (vertébrale) - Cage thoracique/Costo-chondrale, costo-vertébrale, sterno-chondrale	0	M9918	1			0	0	1
10115	Rétrécissement du canal rachidien par subluxation - Lombo-sacrée	0	M9923	2			0	0	9
10118	Rétrécissement osseux du canal rachidien - Occipito-cervicale	0	M9930	2			0	0	3
10120	Rétrécissement osseux du canal rachidien - Thoraco-lombaire	0	M9932	2			0	0	4
10121	Rétrécissement osseux du canal rachidien - Lombo-sacrée	0	M9933	2			0	0	33
10123	Rétrécissement du canal rachidien par tissu conjonctif	0	M994	2			0	0	1
10126	Rétrécissement du canal rachidien par tissu conjonctif - Thoraco-lombaire	0	M9942	2			0	0	2
10127	Rétrécissement du canal rachidien par tissu conjonctif - Lombo-sacrée	0	M9943	2			0	0	11
10130	Rétrécissement du canal rachidien par lésion discale	0	M995	2			0	0	5
10133	Rétrécissement du canal rachidien par lésion discale - Thoraco-lombaire	0	M9952	2			0	0	1
10134	Rétrécissement du canal rachidien par lésion discale - Lombo-sacrée	0	M9953	2			0	0	41
10144	Rétrécissement des espaces intervertébraux par tissu conjonctif et discal - Occipito-cervicale	0	M9970	1			0	0	1
10145	Rétrécissement des espaces intervertébraux par tissu conjonctif et discal - Cervico-thoracique	0	M9971	2			0	0	1
10147	Rétrécissement des espaces intervertébraux par tissu conjonctif et discal - Lombo-sacrée	0	M9973	2			0	0	1
10155	Autres lésions biomécaniques - Région pelvienne/Hanche, pubis	0	M9985	1			0	0	3
10160	Lésion biomécanique, sans précision	0	M999	1			0	0	1
10168	Lésion biomécanique, sans précision - Membre supérieur/Acromio-claviculaire, sterno-claviculaire	0	M9997	1			0	0	1
10172	Syndrome néphritique aigu avec anomalies glomérulaires mineures	0	N000	2			0	0	5
10173	Syndrome néphritique aigu avec lésions glomérulaires segmentaires et focales	0	N001	2			0	0	8
10174	Syndrome néphritique aigu avec glomérulonéphrite membraneuse diffuse	0	N002	2			0	0	27
10175	Syndrome néphritique aigu avec glomérulonéphrite proliférative mésangiale diffuse	0	N003	2			0	0	4
10176	Syndrome néphritique aigu avec glomérulonéphrite proliférative endocapillaire diffuse	0	N004	2			0	0	1
10177	Syndrome néphritique aigu avec glomérulonéphrite mésangiocapillaire diffuse	0	N005	2			0	0	4
10178	Syndrome néphritique aigu avec maladie à dépôt dense	0	N006	2			0	0	2
10179	Syndrome néphritique aigu avec glomérulonéphrite diffuse en croissant	0	N007	2			0	0	1
10180	Syndromes néphritiques aigus avec autres lésions morphologiques	0	N008	2			0	0	4
10181	Syndrome néphritique aigu, sans précision	0	N009	2			0	0	115
10183	Syndrome néphritique d'évolution rapide avec anomalies glomérulaires mineures	0	N010	2			0	0	2
10184	Syndrome néphritique d'évolution rapide avec lésions glomérulaires segmentaires et focales	0	N011	2			0	0	2
10185	Syndrome néphritique d'évolution rapide avec glomérulonéphrite membraneuse diffuse	0	N012	2			0	0	5
10186	Syndrome néphritique d'évolution rapide avec glomérulonéphrite proliférative mésangiale diffuse	0	N013	2			0	0	30
10187	Syndrome néphritique d'évolution rapide avec glomérulonéphrite proliférative endocapillaire diffuse	0	N014	2			0	0	4
10189	Syndrome néphritique d'évolution rapide avec maladie à dépôt dense	0	N016	2			0	0	1
10190	Syndrome néphritique d'évolution rapide avec glomérulonéphrite diffuse en croissant	0	N017	2			0	0	88
10191	Syndrome néphritique d'évolution rapide avec glomérulonéphrite diffuse en croissant, avec dépôts d'Ig A	0	N0170	2			0	0	18
10192	Syndrome néphritique d'évolution rapide avec glomérulonéphrite diffuse en croissant, autre ou sans précision	0	N0179	2			0	0	1
10194	Syndrome néphritique d'évolution rapide, sans précision	0	N019	2			0	0	146
10196	Hématurie récidivante et persistante avec anomalies glomérulaires mineures	0	N020	1			0	0	15
10197	Hématurie récidivante et persistante avec anomalies glomérulaires mineures, avec dépôts d'Ig A	0	N0200	1			0	0	1
10198	Hématurie récidivante et persistante avec anomalies glomérulaires mineures, autre ou sans précision	0	N0209	1			0	0	2
10199	Hématurie récidivante et persistante avec lésions glomérulaires segmentaires et focales	0	N021	1			0	0	4
10201	Hématurie récidivante et persistante avec lésions glomérulaires segmentaires et focales, autre ou sans précision	0	N0219	1			0	0	24
10202	Hématurie récidivante et persistante avec glomérulonéphrite membraneuse diffuse	0	N022	1			0	0	1
10208	Hématuries récidivantes et persistantes avec autres lésions morphologiques	0	N028	1			0	0	7
10209	Hématurie récidivante et persistante, sans précision	0	N029	1			0	0	187
10211	Syndrome néphritique chronique avec anomalies glomérulaires mineures	0	N030	1			0	0	3
10212	Syndrome néphritique chronique avec lésions glomérulaires segmentaires et focales	0	N031	1			0	0	155
10213	Syndrome néphritique chronique avec lésions glomérulaires segmentaires et focales, avec dépôts d'Ig A	0	N0310	1			0	0	77
10215	Syndrome néphritique chronique avec glomérulonéphrite membraneuse diffuse	0	N032	1			0	0	60
10216	Syndrome néphritique chronique avec glomérulonéphrite proliférative mésangiale diffuse	0	N033	1			0	0	5
10217	Syndrome néphritique chronique avec glomérulonéphrite proliférative mésangiale diffuse, avec dépôts d'Ig A	0	N0330	1			0	0	71
10219	Syndrome néphritique chronique avec glomérulonéphrite proliférative endocapillaire diffuse	0	N034	1			0	0	19
10220	Syndrome néphritique chronique avec glomérulonéphrite mésangiocapillaire diffuse	0	N035	1			0	0	7
10222	Syndrome néphritique chronique avec glomérulonéphrite diffuse en croissant	0	N037	1			0	0	33
10223	Syndromes néphritiques chroniques avec autres lésions morphologiques	0	N038	1			0	0	1
10224	Syndrome néphritique chronique avec autres lésions, avec dépôts d'Ig A	0	N0380	1			0	0	248
10225	Syndrome néphritique chronique avec autres lésions morphologiques, autre et sans précision	0	N0389	1			0	0	1
10226	Syndrome néphritique chronique, sans précision	0	N039	1			0	0	485
10228	Syndrome néphrotique avec anomalies glomérulaires mineures	0	N040	2			0	0	48
10229	Syndrome néphrotique avec anomalies glomérulaires mineures, avec dépôts d'Ig A	0	N0400	2			0	0	16
10230	Syndrome néphrotique avec anomalies glomérulaires mineures, autre ou sans précision	0	N0409	2			0	0	12
10231	Syndrome néphrotique avec lésions glomérulaires segmentaires et focales	0	N041	2			0	0	434
10232	Syndrome néphrotique avec glomérulonéphrite membraneuse diffuse	0	N042	2			0	0	226
10233	Syndrome néphrotique avec glomérulonéphrite proliférative mésangiale diffuse	0	N043	2			0	0	7
10234	Syndrome néphrotique avec glomérulonéphrite proliférative endocapillaire diffuse	0	N044	2			0	0	4
10235	Syndrome néphrotique avec glomérulonéphrite mésangiocapillaire diffuse	0	N045	2			0	0	9
10236	Syndrome néphrotique avec maladie à dépôt dense	0	N046	2			0	0	59
10237	Syndrome néphrotique avec glomérulonéphrite diffuse en croissant	0	N047	2			0	0	15
10238	Syndromes néphrotiques avec autres lésions morphologiques	0	N048	2			0	0	21
10239	Syndrome néphrotique, sans précision	0	N049	2			0	0	1507
10241	Syndrome néphritique sans précision, avec anomalies glomérulaires mineures	0	N050	1			0	0	5
10243	Syndrome néphritique sans précision, avec glomérulonéphrite membraneuse diffuse	0	N052	1			0	0	14
10246	Syndrome néphritique sans précision, avec glomérulonéphrite mésangiocapillaire diffuse	0	N055	1			0	0	85
10247	Syndrome néphritique sans précision, avec maladie à dépôt dense	0	N056	1			0	0	27
10248	Syndrome néphritique sans précision, avec glomérulonéphrite diffuse en croissant	0	N057	2			0	0	11
10249	Syndromes néphritiques sans précision, avec autres lésions morphologiques	0	N058	1			0	0	126
10250	Syndrome néphritique, sans précision	0	N059	1			0	0	63
10252	Protéinurie isolée avec lésions morphologiques précisées, avec anomalies glomérulaires mineures	0	N060	1			0	0	2
10253	Protéinurie isolée avec lésions morphologiques précisées, avec lésions glomérulaires segmentaires et focales	0	N061	1			0	0	5
10256	Protéinurie isolée avec lésions morphologiques précisées, avec glomérulonéphrite proliférative endocapillaire diffuse	0	N064	1			0	0	3
10260	Protéinuries isolées avec autres lésions morphologiques	0	N068	1			0	0	1
10262	Néphropathie héréditaire avec anomalies glomérulaires mineures, non classée ailleurs	0	N070	1			0	0	10
10263	Néphropathie héréditaire avec lésions glomérulaires segmentaires et focales, non classée ailleurs	0	N071	1			0	0	5
10264	Néphropathie héréditaire avec glomérulonéphrite membraneuse diffuse, non classée ailleurs	0	N072	1			0	0	2
10266	Néphropathie héréditaire avec glomérulonéphrite proliférative endocapillaire diffuse, non classée ailleurs	0	N074	1			0	0	1
10267	Néphropathie héréditaire avec glomérulonéphrite mésangiocapillaire diffuse, non classée ailleurs	0	N075	1			0	0	2
10270	Néphropathies héréditaires non classées ailleurs, avec autres lésions morphologiques	0	N078	1			0	0	36
10271	Néphropathie héréditaire non classée ailleurs, sans précision	0	N079	1			0	0	7
10273	Glomérulopathie au cours de maladies infectieuses et parasitaires classées ailleurs	0	N080	1			0	0	28
10274	Glomérulopathie au cours de maladies tumorales	0	N081	1			0	0	24
10275	Glomérulopathie au cours de maladies du sang et des anomalies du système immunitaire	0	N082	1			0	0	83
10276	Glomérulopathie au cours du diabète sucré (E10-E14 avec le quatrième chiffre .2)	0	N083	1			0	0	1163
10277	Glomérulopathie au cours de maladies endocriniennes, nutritionnelles et métaboliques	0	N084	1			0	0	65
10278	Glomérulopathie au cours d'affections disséminées du tissu conjonctif	0	N085	1			0	0	321
10279	Glomérulopathie au cours d'autres maladies classées ailleurs	0	N088	1			0	0	39
10280	Néphrite tubulo-interstitielle aiguë	0	N10	2			0	0	4545
10282	Pyélonéphrite (non obstructive chronique) associée à un reflux	0	N110	2			0	0	809
10283	Pyélonéphrite obstructive (chronique)	0	N111	2			0	0	157
10284	Autres néphrites tubulo-interstitielles chroniques	0	N118	1			0	0	10
10285	Néphrite tubulo-interstitielle chronique, sans précision	0	N119	1			0	0	184
10286	Néphrite tubulo-interstitielle, (non précisée comme aiguë ou chronique)	0	N12	1			0	0	160
10288	Hydronéphrose avec obstruction de la jonction pyélo-urétérale	0	N130	2			0	0	109
10289	Hydronéphrose avec rétrécissement urétéral, non classée ailleurs	0	N131	2			0	0	1644
10290	Hydronéphrose avec obstruction calculeuse rénale et urétérale	0	N132	2			0	0	440
10291	Hydronéphroses, autres et sans précision	0	N133	2			0	0	281
10292	Hydro-uretère	0	N134	2			0	0	116
10293	Coudure et rétrécissement urétéral, sans hydronéphrose	0	N135	2			0	0	408
10294	Pyonéphrose	0	N136	3			0	0	683
10295	Uropathie associée à un reflux vésico-urétéral	0	N137	1			0	0	63
10296	Autres uropathies obstructives et par reflux	0	N138	1			0	0	11
10297	Uropathie obstructive (et par reflux), sans précision	0	N139	1			0	0	301
10299	Néphropathie due à un analgésique	0	N140	2			0	0	10
10300	Néphropathie due à d'autres médicaments et substances biologiques	0	N141	2			0	0	109
10301	Néphropathie due à un médicament ou une substance biologique, sans précision	0	N142	2			0	0	13
10302	Néphropathie due à des métaux lourds	0	N143	2			0	0	3
10303	Néphropathie toxique, non classée ailleurs	0	N144	2			0	0	4
10305	Néphropathie des Balkans	0	N150	2			0	0	4
10306	Abcès rénal et périrénal	0	N151	2			0	0	152
10307	Autres maladies rénales tubulo-interstitielles précisées	0	N158	1			0	0	3
10308	Maladie rénale tubulo-interstitielle, sans précision	0	N159	1			0	0	22
10310	Maladie rénale tubulo-interstitielle au cours de maladies infectieuses et parasitaires classées ailleurs	0	N160	1			0	0	14
10311	Maladie rénale tubulo-interstitielle au cours de maladies tumorales	0	N161	1			0	0	436
10312	Maladie rénale tubulo-interstitielle au cours de maladies du sang et des troubles du système immunitaire	0	N162	1			0	0	7
10313	Maladie rénale tubulo-interstitielle au cours de maladies métaboliques	0	N163	1			0	0	26
10314	Maladie rénale tubulo-interstitielle au cours d'affections disséminées du tissu conjonctif	0	N164	1			0	0	12
10315	Maladie rénale tubulo-interstitielle au cours d'un rejet de greffe (T86.-)	0	N165	1			0	0	29
10316	Maladie rénale tubulo-interstitielle au cours d'autres maladies classées ailleurs	0	N168	1			0	0	12
10318	Insuffisance rénale aiguë avec nécrose tubulaire	0	N170	4			0	0	2445
10319	Insuffisance rénale aiguë avec nécrose corticale aiguë	0	N171	4			0	0	108
10320	Insuffisance rénale aiguë avec nécrose médullaire	0	N172	4			0	0	21
10321	Autres insuffisances rénales aiguës	0	N178	3			0	0	2670
10322	Insuffisance rénale aiguë, sans précision	0	N179	3			0	0	12625
10324	Maladie rénale chronique, stade 1, Lésion du rein avec filtration glomérulaire normale ou augmentée (FG égale ou supérieure à 90 ml/min)	0	N181	1			0	0	52
10325	Maladie rénale chronique, stade 2, Lésion du rein avec filtration glomérulaire légèrement abaissée (FG entre 60 ml/min et 89 ml/min)	0	N182	1			0	0	67
10328	Maladie rénale chronique, stade 5, Lésion du rein avec filtration glomérulaire effondrée (FG inférieure à 15 ml/min)	0	N185	1			0	0	7928
10329	Autres insuffisances rénales chroniques	0	N188	1			0	0	4028
10330	Insuffisance Maladie rénale chronique, sans précision	0	N189	1			0	0	15901
10331	Insuffisance rénale, sans précision	0	N19	1			0	0	959
10333	Calcul du rein	0	N200	1			0	0	3283
10334	Calcul de l'uretère	0	N201	1			0	0	1717
10335	Calcul du rein avec calcul de l'uretère	0	N202	1			0	0	342
10336	Calcul urinaire, sans précision	0	N209	1			0	0	192
10338	Calcul de la vessie	0	N210	1			0	0	259
10339	Calcul de l'urètre	0	N211	1			0	0	34
10340	Autres calculs des voies urinaires inférieures	0	N218	1			0	0	4
10341	Calcul des voies urinaires inférieures, sans précision	0	N219	1			0	0	3
10343	Calcul urinaire au cours de schistosomiase [bilharziose] (B65.-)	0	N220	1			0	0	18
10344	Calcul des voies urinaires au cours d'autres maladies classées ailleurs	0	N228	1			0	0	3
10345	Colique néphrétique, sans précision	0	N23	1			0	0	1092
10347	Ostéodystrophie rénale	0	N250	1			0	0	3669
10348	Diabète insipide néphrogénique	0	N251	3			0	0	13
10349	Autres affections dues à une tubulopathie	0	N258	2			0	0	65
10350	Affection due à un tubulopathie, sans précision	0	N259	1			0	0	29
10351	Rein scléreux, sans précision	0	N26	1			0	0	9
10353	Petit rein unilatéral	0	N270	1			0	0	111
10354	Petit rein bilatéral	0	N271	1			0	0	25
10355	Petit rein, sans précision	0	N279	1			0	0	3
10357	Ischémie et infarctus du rein	0	N280	2			0	0	540
10358	Kyste du rein, acquis	0	N281	1			0	0	153
10359	Autres affections précisées du rein et de l'uretère	0	N288	1			0	0	219
10360	Affection du rein et de l'uretère, sans précision	0	N289	1		1	0	0	966
10362	Syphilis tardive du rein (A52.7)	0	N290	1			0	0	2
10363	Autres affections du rein et de l'uretère au cours de maladies infectieuses et parasitaires classées ailleurs	0	N291	1			0	0	36
10364	Autres affections du rein et de l'uretère au cours d'autres maladies classées ailleurs	0	N298	1			0	0	23
10366	Cystite aiguë	0	N300	2			0	0	2237
10367	Cystite interstitielle (chronique)	0	N301	1			0	0	221
10368	Autres cystites chroniques	0	N302	1			0	0	125
10369	Trigonite	0	N303	1			0	0	3
10370	Cystite due à une irradiation	0	N304	2			0	0	193
10371	Autres cystites	0	N308	1			0	0	188
10372	Cystite, sans précision	0	N309	1			0	0	655
10374	Vessie neurogène non inhibée, non classée ailleurs	0	N310	1			0	0	10
10375	Vessie neurogène réflexe, non classée ailleurs	0	N311	1			0	0	7
10376	Vessie neurogène flasque (périphérique), non classée ailleurs	0	N312	2			0	0	81
10377	Autres dysfonctionnements neuromusculaires de la vessie	0	N318	1			0	0	49
10378	Dysfonctionnement neuromusculaire de la vessie, sans précision	0	N319	1			0	0	371
10380	Obstruction du col de la vessie	0	N320	1			0	0	127
10381	Fistule vésico-intestinale	0	N321	3			0	0	154
10382	Fistule vésicale, non classée ailleurs	0	N322	3			0	0	91
10383	Diverticule de la vessie	0	N323	1			0	0	70
10384	Rupture de la vessie, non traumatique	0	N324	3			0	0	7
10385	Autres affections précisées de la vessie	0	N328	1			0	0	32
10386	Affection de la vessie, sans précision	0	N329	1		1	0	0	11
10388	Cystite tuberculeuse (A18.1)	0	N330	2			0	0	7
10389	Affections de la vessie au cours d'autres maladies classées ailleurs	0	N338	1			0	0	39
10391	Abcès urétral	0	N340	3			0	0	19
10392	Urétrite non spécifique	0	N341	1			0	0	15
10393	Autres urétrites	0	N342	1			0	0	19
10396	Rétrécissement urétral post-traumatique	0	N350	1			0	0	65
10397	Rétrécissement urétral post-infectieux, non classé ailleurs	0	N351	1			0	0	92
10398	Autres rétrécissements urétraux	0	N358	1			0	0	12
10399	Rétrécissement urétral, sans précision	0	N359	1			0	0	633
10401	Fistule urétrale	0	N360	3			0	0	115
10402	Diverticule urétral	0	N361	1			0	0	2
10403	Caroncule urétrale	0	N362	1			0	0	13
10404	Prolapsus de la muqueuse urétrale	0	N363	1			0	0	9
10405	Autres affections précisées de l'urètre	0	N368	1			0	0	23
10408	Urétrite au cours de maladies classées ailleurs	0	N370	1			0	0	6
10409	Autres affections de l'urètre au cours de maladies classées ailleurs	0	N378	1			0	0	1
10411	Infection des voies urinaires, siège non précisé	0	N390	1			0	0	2474
10412	Protéinurie persistante, sans précision	0	N391	1			0	0	331
10413	Protéinurie orthostatique, sans précision	0	N392	1			0	0	3
10414	Incontinence urinaire d'effort	0	N393	1			0	0	635
10415	Autres formes d'incontinence urinaire précisées	0	N394	1			0	0	242
10416	Autres affections précisées de l'appareil urinaire	0	N398	1			0	0	5
10417	Affection de l'appareil urinaire, sans précision	0	N399	1			0	0	10
10418	Hyperplasie de la prostate	0	N40	1			0	0	4944
10419	Affections inflammatoires de la prostate	0	N41	1			0	0	1
10420	Prostatite aiguë	0	N410	3			0	0	1903
10421	Prostatite chronique	0	N411	1			0	0	168
10422	Abcès de la prostate	0	N412	3			0	0	52
10423	Prostato-cystite	0	N413	3			0	0	99
10424	Autres affections inflammatoires de la prostate	0	N418	2			0	0	11
10425	Affection inflammatoire de la prostate, sans précision	0	N419	1			0	0	271
10427	Calcul de la prostate	0	N420	1			0	0	1
10429	Atrophie de la prostate	0	N422	1			0	0	3
10430	Autres affections précisées de la prostate	0	N428	1			0	0	24
10431	Affection de la prostate, sans précision	0	N429	1			0	0	23
10433	Hydrocèle enkystée	0	N430	1			0	0	4
10434	Hydrocèle infectée	0	N431	1			0	0	7
10435	Autres hydrocèles	0	N432	1			0	0	5
10436	Hydrocèle, sans précision	0	N433	1			0	0	339
10438	Torsion du testicule	0	N44	1			0	0	152
10440	Orchite, épididymite et épididymo-orchite, avec abcès	0	N450	3			0	0	92
10441	Orchite, épididymite et épididymo-orchite, (sans abcès)	0	N459	2			0	0	260
10442	Stérilité, chez l'homme	0	N46	1			0	0	28
10443	Hypertrophie du prépuce, phimosis et paraphimosis	0	N47	1			0	0	378
10445	Balanite scléreuse oblitérante [balanitis xerotica obliterans]	0	N480	1			0	0	2
10446	Balano-posthite	0	N481	2			0	0	17
10447	Autres affections inflammatoires de la verge	0	N482	2			0	0	11
10448	Priapisme	0	N483	1			0	0	28
10449	Impuissance d'origine organique	0	N484	1			0	0	101
10450	Ulcère de la verge	0	N485	3			0	0	12
10451	Maladie de La Peyronie	0	N486	1			0	0	56
10452	Autres affections précisées de la verge	0	N488	1			0	0	39
10453	Affection de la verge, sans précision	0	N489	1		1	0	0	2
10455	Affections inflammatoires des vésicules séminales	0	N490	2			0	0	3
10456	Affections inflammatoires du cordon spermatique, de la tunique vaginale du testicule et du canal déférent	0	N491	2			0	0	1
10457	Affections inflammatoires du scrotum	0	N492	2			0	0	67
10458	Affections inflammatoires d'autres organes génitaux précisés de l'homme	0	N498	1			0	0	16
10459	Affection inflammatoire des organes génitaux non précisés de l'homme	0	N499	1			0	0	53
10461	Atrophie du testicule	0	N500	1			0	0	8
10462	Affections vasculaires des organes génitaux de l'homme	0	N501	1			0	0	11
10463	Autres affections précisées des organes génitaux de l'homme	0	N508	1			0	0	93
10464	Affection des organes génitaux de l'homme, sans précision	0	N509	1		1	0	0	5
10466	Affections de la prostate au cours de maladies classées ailleurs	0	N510	1			0	0	15
10467	Affections du testicule et de l'épididyme au cours de maladies classées ailleurs	0	N511	2			0	0	15
10468	Balanite au cours de maladies classées ailleurs	0	N512	2			0	0	6
10469	Autres affections des organes génitaux de l'homme au cours de maladies classées ailleurs	0	N518	1			0	0	10
10471	Kyste solitaire du sein	0	N600	1			0	0	32
10472	Mastopathie kystique diffuse	0	N601	1			0	0	189
10473	Adénofibrose du sein	0	N602	1			0	0	162
10474	Fibrosclérose du sein	0	N603	1			0	0	13
10475	Ectasie des canaux galactophores	0	N604	1			0	0	51
10476	Autres dysplasies mammaires bénignes	0	N608	1			0	0	91
10477	Dysplasie mammaire bénigne, sans précision	0	N609	1			0	0	372
10478	Affections inflammatoires du sein	0	N61	2			0	0	158
10479	Hypertrophie mammaire	0	N62	1			0	0	2776
10480	Tuméfaction mammaire, sans précision	0	N63	1			0	0	44
10482	Fissure et fistule du mamelon	0	N640	1			0	0	10
10483	Cytostéatonécrose du sein	0	N641	1			0	0	14
10484	Atrophie mammaire	0	N642	1			0	0	65
10485	Galactorrhée sans relation avec un accouchement	0	N643	1			0	0	15
10486	Mastodynie	0	N644	1			0	0	8
10487	Autres signes et symptômes observés au niveau du sein	0	N645	1			0	0	79
10488	Autres affections précisées du sein	0	N648	1			0	0	50
10489	Affection du sein, sans précision	0	N649	1		1	0	0	14
10491	Salpingite et ovarite aiguës	0	N700	1			0	0	413
10492	Salpingite et ovarite chroniques	0	N701	1			0	0	298
10493	Salpingite et ovarite, sans précision	0	N709	1			0	0	95
10495	Affection inflammatoire aiguë de l'utérus	0	N710	1			0	0	32
10496	Affection inflammatoire chronique de l'utérus	0	N711	1			0	0	52
10497	Affection inflammatoire de l'utérus, sans précision	0	N719	1			0	0	10
10498	Affections inflammatoires du col de l'utérus	0	N72	1			0	0	14
10500	Paramétrite et phlegmon pelvien aigus	0	N730	3			0	0	44
10501	Paramétrite et phlegmon pelvien chroniques	0	N731	3			0	0	10
10502	Paramétrite et phlegmon pelvien, sans précision	0	N732	3			0	0	41
10503	Pelvipéritonite aiguë chez la femme	0	N733	2			0	0	48
10504	Pelvipéritonite chronique chez la femme	0	N734	2			0	0	4
10505	Pelvipéritonite chez la femme, sans précision	0	N735	2			0	0	33
10506	Adhérences pelvi-péritonéales chez la femme	0	N736	1			0	0	211
10507	Autres affections inflammatoires pelviennes précisées de la femme	0	N738	1			0	0	1
10508	Affection inflammatoire pelvienne de la femme, sans précision	0	N739	1			0	0	8
10510	Tuberculose du col de l'utérus (A18.1)	0	N740	1			0	0	1
10511	Affection inflammatoire pelvienne tuberculeuse de la femme (A18.1)	0	N741	1			0	0	8
10512	Affection inflammatoire pelvienne syphilitique de la femme (A51.4, A52.7)	0	N742	1			0	0	1
10513	Affection inflammatoire pelvienne gonococcique de la femme (A54.2)	0	N743	1			0	0	2
10514	Affection inflammatoire pelvienne à Chlamydia, de la femme (A56.1)	0	N744	1			0	0	4
10515	Affections inflammatoires pelviennes de la femme, au cours d'autres maladies classées ailleurs	0	N748	1			0	0	1
10517	Kyste de la glande de Bartholin	0	N750	1			0	0	143
10518	Abcès de la glande de Bartholin	0	N751	2			0	0	368
10519	Autres affections de la glande de Bartholin	0	N758	1			0	0	27
10520	Affection de la glande de Bartholin, sans précision	0	N759	1			0	0	5
10522	Vaginite (aiguë)	0	N760	2			0	0	32
10523	Vaginite subaiguë et chronique	0	N761	1			0	0	4
10524	Vulvite (aiguë)	0	N762	2			0	0	10
10526	Abcès de la vulve	0	N764	2			0	0	168
10527	Ulcération du vagin	0	N765	2			0	0	1
10528	Ulcération de la vulve	0	N766	2			0	0	33
10529	Autres inflammations précisées du vagin et de la vulve	0	N768	1			0	0	7
10531	Ulcération de la vulve au cours de maladies infectieuses et parasitaires classées ailleurs	0	N770	2			0	0	5
10532	Vaginite, vulvite et vulvo-vaginite au cours de maladies infectieuses et parasitaires classées ailleurs	0	N771	2			0	0	62
10533	Ulcération et inflammation vulvo-vaginales au cours d'autres maladies classées ailleurs	0	N778	2			0	0	2
10535	Endométriose de l'utérus	0	N800	1			0	0	576
10536	Endométriose de l'ovaire	0	N801	1			0	0	256
10537	Endométriose de la trompe de Fallope	0	N802	1			0	0	16
10538	Endométriose du péritoine pelvien	0	N803	1			0	0	118
10539	Endométriose du septum recto-vaginal et du vagin	0	N804	1			0	0	65
10540	Endométriose de l'intestin	0	N805	1			0	0	17
10541	Endométriose sur cicatrice cutanée	0	N806	1			0	0	13
10542	Autres endométrioses	0	N808	1			0	0	14
10543	Endométriose, sans précision	0	N809	1			0	0	107
10546	Cystocèle	0	N811	1			0	0	128
10547	Prolapsus utéro-vaginal partiel	0	N812	1			0	0	37
10548	Prolapsus utéro-vaginal complet	0	N813	1			0	0	254
10549	Prolapsus utéro-vaginal, sans précision	0	N814	1			0	0	28
10550	Entérocèle vaginale	0	N815	1			0	0	18
10551	Rectocèle	0	N816	1			0	0	77
10552	Autres prolapsus génitaux	0	N818	1			0	0	6
10553	Prolapsus génital, sans précision	0	N819	1			0	0	148
10555	Fistule vésico-vaginale	0	N820	3			0	0	117
10556	Autres fistules de l'appareil génito-urinaire de la femme	0	N821	3			0	0	17
